filename,prediction,confidence
1001973321.ogg,Environmental noise,0.4006067
1800082794.ogg,Environmental noise,0.48793438
678680601.ogg,Rustle,0.3349853
322556672.ogg,Environmental noise,0.3698378
1952477479.ogg,Animal,0.520154
1754776717.ogg,Animal,0.5276542
1945346328.ogg,Wild animals,0.36479452
1554010321.ogg,Animal,0.2065493
31570691.ogg,Wild animals,0.55391026
305082825.ogg,Animal,0.20509017
1915525967.ogg,Music,0.24992807
1574089906.ogg,Rustle,0.32123643
1485270216.ogg,Environmental noise,0.4924211
348331361.ogg,Animal,0.3149709
106748716.ogg,Animal,0.23690796
1000308629.ogg,Hiss,0.16915661
1327562463.ogg,Rustle,0.33011907
1972681601.ogg,Insect,0.20355429
1087767200.ogg,Animal,0.4929233
1401216600.ogg,Insect,0.35584626
1372338838.ogg,Rustle,0.34010535
1064214502.ogg,Cricket,0.5273511
2127167559.ogg,"Outside, rural or natural",0.33583957
161230220.ogg,Music,0.14290181
289729868.ogg,Cricket,0.21323101
200056498.ogg,Animal,0.15377791
167284737.ogg,Music,0.14461124
1254649002.ogg,"Outside, rural or natural",0.376581
2131560654.ogg,Environmental noise,0.4254687
2095291218.ogg,Owl,0.41182572
1680784988.ogg,Wild animals,0.108483516
949850202.ogg,"Outside, rural or natural",0.22591153
534872644.ogg,Environmental noise,0.5431418
1132784106.ogg,"Outside, rural or natural",0.22809662
368749634.ogg,Environmental noise,0.17772573
97843986.ogg,Wild animals,0.5736543
393821131.ogg,Environmental noise,0.37789497
1408741267.ogg,"Outside, rural or natural",0.330911
140048932.ogg,Insect,0.2485003
1949159035.ogg,Animal,0.27805445
1300154679.ogg,Environmental noise,0.36663538
748334982.ogg,Environmental noise,0.48296252
651472604.ogg,Cricket,0.275695
1196720776.ogg,Snake,0.16360465
1950334526.ogg,Animal,0.42292514
1945337945.ogg,Animal,0.3431959
1987237692.ogg,Animal,0.23995689
1753277426.ogg,Rustle,0.32931653
521938683.ogg,"Outside, rural or natural",0.39274767
2040136911.ogg,Animal,0.16656479
1618325684.ogg,Animal,0.38876304
1904282876.ogg,Animal,0.54510474
1876552799.ogg,Cricket,0.2914454
375507807.ogg,Rustle,0.39276767
256835188.ogg,Helicopter,0.2237398
111546291.ogg,Environmental noise,0.19356798
1003294151.ogg,Animal,0.4615761
538645329.ogg,Hiss,0.36777905
1110804277.ogg,Cricket,0.18957955
1578164183.ogg,Environmental noise,0.6261632
1649058905.ogg,Owl,0.2817004
558501895.ogg,Environmental noise,0.2898635
896519145.ogg,Environmental noise,0.38238496
1207429142.ogg,"Outside, rural or natural",0.23701364
2108151238.ogg,Rustle,0.331749
2062082115.ogg,"Outside, rural or natural",0.3379095
1204271337.ogg,"Outside, rural or natural",0.35072166
219580653.ogg,Environmental noise,0.53163177
424119988.ogg,Environmental noise,0.29324216
2104303412.ogg,Environmental noise,0.53336304
1351705233.ogg,"Outside, rural or natural",0.3663303
785072192.ogg,"Outside, rural or natural",0.37647307
791648581.ogg,Animal,0.327961
930887279.ogg,Environmental noise,0.42563552
813355015.ogg,Animal,0.5873015
690487923.ogg,Environmental noise,0.32155937
800180862.ogg,"Outside, rural or natural",0.41026387
2092367760.ogg,"Outside, rural or natural",0.33039075
1754006451.ogg,Rustle,0.39264953
1439635048.ogg,Animal,0.23082931
464852803.ogg,Rustle,0.31772116
1695113370.ogg,"Outside, rural or natural",0.42183316
1937965609.ogg,Environmental noise,0.23160242
252633619.ogg,"Outside, rural or natural",0.20828412
1053276305.ogg,"Outside, rural or natural",0.4313369
901320229.ogg,Environmental noise,0.21657659
1214867950.ogg,Animal,0.29775247
523220948.ogg,Animal,0.35257742
1669118122.ogg,Animal,0.5044378
13284224.ogg,Helicopter,0.16135089
1007560242.ogg,Music,0.32444113
2110704265.ogg,Noise,0.36355057
568113969.ogg,Animal,0.33417037
1248035946.ogg,Environmental noise,0.42472434
1472116972.ogg,"Outside, rural or natural",0.25878614
2119792507.ogg,Environmental noise,0.44965413
1914804264.ogg,"Outside, rural or natural",0.27013507
1837071993.ogg,Animal,0.3450366
991968830.ogg,"Outside, rural or natural",0.20157117
456992774.ogg,Rustle,0.39402294
1359918216.ogg,Animal,0.22680378
518406820.ogg,Environmental noise,0.33212602
1922438456.ogg,Environmental noise,0.6007526
141127931.ogg,Animal,0.47399327
689923100.ogg,Animal,0.5048387
825410978.ogg,Helicopter,0.15582572
1806520251.ogg,"Outside, rural or natural",0.3167318
24968902.ogg,"Outside, rural or natural",0.1869469
817984184.ogg,Insect,0.18645005
684479886.ogg,Wild animals,0.2840003
949847993.ogg,Animal,0.44559044
1125038127.ogg,Environmental noise,0.353049
1096223781.ogg,Animal,0.23917978
1233478899.ogg,Animal,0.21081102
1062019032.ogg,Animal,0.20904067
2056336179.ogg,Environmental noise,0.49213266
986833498.ogg,Cricket,0.39631557
503997934.ogg,Environmental noise,0.38258108
1399517066.ogg,Animal,0.64086896
744643589.ogg,Owl,0.53053254
361600235.ogg,Cricket,0.11981887
521168880.ogg,Cricket,0.42718217
684636317.ogg,Rustle,0.18839093
216236184.ogg,Cricket,0.32568288
1608898035.ogg,"Outside, rural or natural",0.3374685
1435450053.ogg,Music,0.35730684
1460423907.ogg,Environmental noise,0.4983738
282969470.ogg,"Outside, rural or natural",0.25721422
916180163.ogg,"Outside, rural or natural",0.18638764
125607547.ogg,Cricket,0.36739048
329736169.ogg,Animal,0.32665777
1580558805.ogg,"Outside, rural or natural",0.19401446
1964062386.ogg,Rustle,0.4112486
484317536.ogg,"Outside, rural or natural",0.22976552
1408241542.ogg,Animal,0.3217497
91363571.ogg,Cricket,0.23600191
42955091.ogg,Animal,0.5868499
895025027.ogg,Environmental noise,0.6133999
1864123319.ogg,Rustle,0.33950567
223383695.ogg,Animal,0.45672432
202934861.ogg,Rustle,0.3535787
1165107301.ogg,"Outside, rural or natural",0.22989084
912196885.ogg,Environmental noise,0.2503617
870783264.ogg,Environmental noise,0.5081975
561839701.ogg,Noise,0.47881407
2127057544.ogg,Animal,0.19483365
1985901831.ogg,Music,0.3199214
101991657.ogg,Rustle,0.3053965
1451354.ogg,Environmental noise,0.44616997
1175932630.ogg,Environmental noise,0.56688255
982878353.ogg,Music,0.2318547
1909834766.ogg,Rustle,0.35347852
842410838.ogg,Environmental noise,0.47811115
1414691419.ogg,Environmental noise,0.3221817
1192753566.ogg,Environmental noise,0.44761023
2070250409.ogg,Animal,0.30951914
1202044674.ogg,Cricket,0.3906821
1506811199.ogg,Environmental noise,0.49621156
210275085.ogg,Frog,0.20523782
985359091.ogg,Insect,0.42998505
1631340678.ogg,Environmental noise,0.21752091
844086018.ogg,Animal,0.47682625
1841219904.ogg,Environmental noise,0.38738576
1275842722.ogg,Rustle,0.38188994
1756374351.ogg,"Outside, rural or natural",0.31533
143425258.ogg,Cricket,0.35726056
1367604357.ogg,Animal,0.14857854
346830986.ogg,Wild animals,0.25166127
1841907098.ogg,"Outside, rural or natural",0.19779871
587836792.ogg,Animal,0.40035713
2081576740.ogg,Animal,0.26679567
368519720.ogg,Cricket,0.2648451
1438114161.ogg,"Outside, rural or natural",0.20176993
1728599015.ogg,Music,0.32556632
1866799961.ogg,"Outside, rural or natural",0.18937452
666353587.ogg,Cricket,0.47244483
419063819.ogg,Rustle,0.3187394
1715474340.ogg,"Outside, rural or natural",0.31307226
2026514807.ogg,Rustle,0.39946553
19636070.ogg,Environmental noise,0.4471881
4029775.ogg,Vehicle,0.15438414
1777946404.ogg,Cricket,0.4501689
1603899112.ogg,Animal,0.38589433
370701020.ogg,Cricket,0.6073699
717638851.ogg,"Outside, rural or natural",0.3929231
1122903376.ogg,Animal,0.12088656
561493145.ogg,Environmental noise,0.34814665
240336442.ogg,"Outside, rural or natural",0.21740791
1903861897.ogg,Environmental noise,0.49155393
1147077706.ogg,"Outside, rural or natural",0.20019431
2003707818.ogg,Animal,0.25280705
729632009.ogg,Rustle,0.31925502
6822444.ogg,Animal,0.1973472
1243946164.ogg,Animal,0.40933982
1060168790.ogg,"Outside, rural or natural",0.37103146
248059670.ogg,Animal,0.48365033
941641927.ogg,Environmental noise,0.3137553
260865512.ogg,"Outside, rural or natural",0.28630304
1055038751.ogg,"Outside, rural or natural",0.22870582
1377620732.ogg,Animal,0.2913547
65663705.ogg,"Outside, rural or natural",0.41710672
563586959.ogg,Animal,0.4955025
661179880.ogg,"Outside, rural or natural",0.3782706
785636689.ogg,Liquid,0.14605111
1241715010.ogg,Rustle,0.3722958
526000633.ogg,Animal,0.2822593
903110071.ogg,Environmental noise,0.3607975
337299278.ogg,Rustle,0.32837257
903253787.ogg,Animal,0.27546942
767823439.ogg,"Outside, rural or natural",0.37121025
1334838397.ogg,Animal,0.23858255
1365249218.ogg,Environmental noise,0.4585828
769545334.ogg,Rustle,0.33177575
1227419659.ogg,Animal,0.30944905
1360217784.ogg,Environmental noise,0.5092076
1487781737.ogg,Animal,0.43444058
1539426599.ogg,Rustle,0.33046222
778589125.ogg,Cricket,0.46325886
659859763.ogg,"Outside, rural or natural",0.37086663
1716005668.ogg,Wild animals,0.29206035
1807198746.ogg,Wild animals,0.3275862
173360233.ogg,Animal,0.2228153
53431925.ogg,Animal,0.24314758
772754387.ogg,Animal,0.46414456
719345947.ogg,Environmental noise,0.35314697
990805590.ogg,Cricket,0.24145366
1022304169.ogg,Environmental noise,0.49864787
904972116.ogg,Cricket,0.3241767
1185534829.ogg,Music,0.160664
2030670756.ogg,Rustle,0.31588024
1146227628.ogg,Theremin,0.202424
1481049013.ogg,Animal,0.23367637
2016826557.ogg,Animal,0.2580884
394227121.ogg,Animal,0.29457176
463956296.ogg,Tools,0.12351506
97690462.ogg,Animal,0.50989825
1812833196.ogg,Environmental noise,0.17841212
277470826.ogg,Animal,0.31375888
1442386970.ogg,"Outside, rural or natural",0.36237755
1116667448.ogg,"Outside, rural or natural",0.20908685
673976668.ogg,Wild animals,0.20061854
1737637882.ogg,Animal,0.2417392
168563318.ogg,Animal,0.16409731
399529630.ogg,"Outside, rural or natural",0.29939085
1045348081.ogg,Cricket,0.33823738
2083257426.ogg,Animal,0.17649738
2053645555.ogg,Insect,0.22950001
1589529028.ogg,"Outside, rural or natural",0.39233762
385684389.ogg,Animal,0.12771225
1004847336.ogg,Rustle,0.39748892
657078863.ogg,Environmental noise,0.43646014
496410358.ogg,"Outside, rural or natural",0.24015845
1403082794.ogg,Animal,0.54579145
2137869917.ogg,Animal,0.37728643
1262386452.ogg,Cricket,0.28984916
536463316.ogg,"Outside, rural or natural",0.33400816
89659122.ogg,Environmental noise,0.6840137
2067575544.ogg,Animal,0.48190024
1183645443.ogg,Animal,0.22497034
1061969847.ogg,Animal,0.39588585
1607067825.ogg,Music,0.10213758
1776338826.ogg,Rattle,0.14187767
444354569.ogg,Cricket,0.74759626
623601457.ogg,Animal,0.54088694
1719094477.ogg,Animal,0.28133816
2056426926.ogg,Animal,0.28958616
756985913.ogg,Animal,0.42035607
1419945677.ogg,Environmental noise,0.48352537
147155796.ogg,Animal,0.2855544
668271683.ogg,"Outside, rural or natural",0.35465068
318351951.ogg,Cricket,0.43055528
473932093.ogg,Environmental noise,0.3213015
2084832794.ogg,Cricket,0.41650912
67417225.ogg,Animal,0.47834662
772285986.ogg,Environmental noise,0.3278009
129102952.ogg,"Outside, rural or natural",0.34836018
1122005253.ogg,"Outside, rural or natural",0.323423
1644158503.ogg,Rustle,0.36200485
1445187919.ogg,Environmental noise,0.4359897
838057789.ogg,Animal,0.2322651
2074494228.ogg,Animal,0.20044254
686979199.ogg,Animal,0.29692608
768745142.ogg,Snake,0.15277226
662293807.ogg,Rustle,0.34911042
54625844.ogg,Animal,0.5418991
1636473569.ogg,"Outside, rural or natural",0.34306768
83206293.ogg,"Outside, rural or natural",0.38111848
777319170.ogg,"Outside, rural or natural",0.24827737
38144912.ogg,Cricket,0.31114578
1728223618.ogg,Rustle,0.3244753
1158166083.ogg,Environmental noise,0.34593946
693558349.ogg,Cricket,0.44052395
728465666.ogg,"Outside, rural or natural",0.26327765
283745594.ogg,Environmental noise,0.49940547
204854213.ogg,Cricket,0.15804654
1993985219.ogg,Environmental noise,0.46322015
875167707.ogg,Rustle,0.3445586
1417399415.ogg,Environmental noise,0.41842973
40049744.ogg,Snake,0.12870403
2059353173.ogg,Cricket,0.49397063
613279225.ogg,Cricket,0.16180283
1427286477.ogg,Animal,0.21109623
2103729805.ogg,Environmental noise,0.4874355
1400523466.ogg,Animal,0.47589302
298246758.ogg,Whistle,0.25805232
1706056993.ogg,Wild animals,0.44831815
350994756.ogg,Cricket,0.5772278
812045312.ogg,Cricket,0.32192874
1308572856.ogg,Cricket,0.5384492
1207415903.ogg,Theremin,0.26936424
385446338.ogg,Animal,0.12646893
1243043419.ogg,Cricket,0.6109172
548023352.ogg,Animal,0.55868584
489230533.ogg,Animal,0.36343864
28367092.ogg,Rustle,0.32720488
189393430.ogg,"Outside, rural or natural",0.25395623
1384345978.ogg,Cricket,0.3066109
123950378.ogg,Cricket,0.49249348
235989232.ogg,Rustle,0.39854172
679957258.ogg,Environmental noise,0.3376572
1537761758.ogg,Vehicle,0.12907541
1641163194.ogg,Environmental noise,0.35060233
2086851693.ogg,Rustle,0.40078682
1706029135.ogg,"Outside, rural or natural",0.34674147
507718658.ogg,Animal,0.6038069
1539061192.ogg,Environmental noise,0.45311946
19615946.ogg,Animal,0.38904247
203067874.ogg,Rustle,0.3799231
2118046411.ogg,Animal,0.5882118
887115625.ogg,Environmental noise,0.6454184
218862916.ogg,Animal,0.19833575
1061974962.ogg,Rustle,0.33093742
2032922111.ogg,Cricket,0.43116212
596414765.ogg,Cricket,0.42417273
1866251057.ogg,Animal,0.38189054
1412519081.ogg,Animal,0.39383516
103379233.ogg,"Outside, rural or natural",0.34956938
1088440992.ogg,Environmental noise,0.44621748
2021666921.ogg,Rustle,0.36341664
1107763804.ogg,Cricket,0.38369897
538747151.ogg,Animal,0.5031236
25507348.ogg,Animal,0.28904438
1946489160.ogg,Cricket,0.19157341
255521058.ogg,Environmental noise,0.5130249
1984470150.ogg,Animal,0.33554715
1205236538.ogg,"Outside, rural or natural",0.38294697
1175191595.ogg,"Outside, rural or natural",0.38923815
1467480351.ogg,Animal,0.6035886
1851557996.ogg,Environmental noise,0.33774042
495722621.ogg,Environmental noise,0.56020147
603426757.ogg,Environmental noise,0.20644172
611535531.ogg,Environmental noise,0.5737895
1524962308.ogg,Insect,0.2866479
242938751.ogg,"Outside, rural or natural",0.37988114
588947217.ogg,Rustle,0.3281078
589727536.ogg,Cricket,0.46414092
500541463.ogg,Cricket,0.39385933
398424733.ogg,"Outside, rural or natural",0.3064041
828759612.ogg,Environmental noise,0.3271492
27861143.ogg,"Outside, rural or natural",0.30637863
1069914042.ogg,Animal,0.36026362
1037827113.ogg,Snake,0.18920934
1147876401.ogg,Animal,0.446071
1575733914.ogg,Animal,0.40154812
2012869510.ogg,Cricket,0.45171836
813672019.ogg,Environmental noise,0.53525233
1085691224.ogg,Rustle,0.21542516
494597683.ogg,"Outside, rural or natural",0.19996373
430781232.ogg,Helicopter,0.14606887
192589303.ogg,Cricket,0.358185
488677354.ogg,Animal,0.29194143
1507256090.ogg,Environmental noise,0.6724479
1092724633.ogg,Cricket,0.69495
1100589284.ogg,"Outside, rural or natural",0.2545878
1101810531.ogg,Animal,0.24716602
319308346.ogg,Environmental noise,0.5141347
1068963458.ogg,"Outside, rural or natural",0.19436158
1797360550.ogg,Insect,0.30306184
285825159.ogg,Cricket,0.2773495
1281148294.ogg,Animal,0.24856609
1607116599.ogg,Animal,0.52443945
1817960380.ogg,Animal,0.20693368
862429406.ogg,Snake,0.2553125
701556446.ogg,Wild animals,0.18179645
1609816289.ogg,Animal,0.26422167
1412061706.ogg,"Outside, rural or natural",0.30336484
1404009264.ogg,Animal,0.23172042
1696966189.ogg,Animal,0.3812933
998531019.ogg,Music,0.19640794
1596526280.ogg,Environmental noise,0.24882185
587981064.ogg,Rustle,0.31037968
351178690.ogg,Silence,0.30484253
1660148365.ogg,Environmental noise,0.5626916
1427161858.ogg,Animal,0.46686003
743034195.ogg,Environmental noise,0.45823637
1416678191.ogg,Environmental noise,0.31921667
589693131.ogg,Cricket,0.20354424
353767454.ogg,"Outside, rural or natural",0.2586415
702727579.ogg,Environmental noise,0.38632703
46098195.ogg,Cricket,0.3460864
1881606081.ogg,Animal,0.42692372
1460774590.ogg,Animal,0.24684599
509545829.ogg,Animal,0.47301188
1390051019.ogg,Wild animals,0.31729233
2142230836.ogg,Animal,0.26046124
1822012588.ogg,Animal,0.14206512
798459609.ogg,Environmental noise,0.3749314
740495967.ogg,Cricket,0.37292752
2135582963.ogg,Animal,0.4330419
594703038.ogg,Cricket,0.41723752
1730627181.ogg,Environmental noise,0.60116726
2050968775.ogg,"Outside, rural or natural",0.39786687
964601991.ogg,Environmental noise,0.41429496
2118413356.ogg,Animal,0.22639811
1104764553.ogg,"Outside, rural or natural",0.31633458
839579129.ogg,Water,0.2576398
2081288117.ogg,Environmental noise,0.45379135
1067252127.ogg,"Outside, rural or natural",0.19830096
36175646.ogg,Environmental noise,0.4068065
700988647.ogg,"Outside, rural or natural",0.1902641
977426789.ogg,Animal,0.5312791
1518456147.ogg,Environmental noise,0.5264583
693930488.ogg,Animal,0.21817198
1353949668.ogg,Animal,0.2674681
168557489.ogg,Environmental noise,0.2951457
1969163060.ogg,"Outside, rural or natural",0.20104586
695737933.ogg,Environmental noise,0.3771612
1367906725.ogg,Environmental noise,0.606771
1898186555.ogg,Owl,0.4356061
1345088668.ogg,"Outside, rural or natural",0.30464834
1305572077.ogg,"Outside, rural or natural",0.18174875
169074205.ogg,Rustle,0.3627954
421662406.ogg,Animal,0.23470925
1293411818.ogg,Cricket,0.37700158
1258893234.ogg,Rustle,0.3407494
948863376.ogg,Environmental noise,0.4159347
415529220.ogg,Environmental noise,0.49559015
1727168110.ogg,Cricket,0.54076827
810944915.ogg,Cricket,0.29521057
761904014.ogg,Wild animals,0.5008014
1876223857.ogg,Helicopter,0.15604904
1267209957.ogg,Cricket,0.4315849
144003684.ogg,"Outside, rural or natural",0.39125723
1244650987.ogg,Noise,0.22224519
1622228782.ogg,"Outside, rural or natural",0.21261548
345738092.ogg,"Outside, rural or natural",0.2178106
1802118433.ogg,Environmental noise,0.47871658
1072467951.ogg,Cricket,0.32502085
771395890.ogg,"Outside, rural or natural",0.28401697
1408970782.ogg,Steam,0.16027333
1790794246.ogg,Environmental noise,0.46353203
93077902.ogg,Cricket,0.21196534
698144922.ogg,Animal,0.3888273
1823441627.ogg,Cricket,0.3429344
1677763689.ogg,Animal,0.26337683
2069829538.ogg,Environmental noise,0.4277987
2022643962.ogg,Music,0.20751964
1650185554.ogg,"Outside, rural or natural",0.17720754
936344758.ogg,Cricket,0.41577002
256949313.ogg,Insect,0.2563195
1439950775.ogg,Insect,0.19358653
1132121576.ogg,Frog,0.16768245
1776366224.ogg,Fireworks,0.10451862
1953721371.ogg,Rustle,0.3649141
1069061362.ogg,"Outside, rural or natural",0.39146048
658413331.ogg,Environmental noise,0.37531346
906561440.ogg,Animal,0.23806809
656512756.ogg,"Outside, rural or natural",0.39803812
985827871.ogg,Environmental noise,0.43748888
94579705.ogg,Animal,0.24278413
964890055.ogg,Rustle,0.3483382
2059565034.ogg,Environmental noise,0.4727691
1320084258.ogg,Animal,0.3204496
886863824.ogg,Animal,0.28922513
1508356324.ogg,Chainsaw,0.1085974
1724560704.ogg,Insect,0.33565116
1935841506.ogg,Wild animals,0.46981966
2143287343.ogg,Rustle,0.31478435
1921296397.ogg,"Outside, rural or natural",0.28608438
1627273859.ogg,Rustle,0.3597648
1687520615.ogg,Rustle,0.3900202
1257546766.ogg,Animal,0.2783339
1612653972.ogg,"Outside, rural or natural",0.1894044
1548912594.ogg,Environmental noise,0.5398623
1021151925.ogg,Animal,0.3981029
1197777314.ogg,Insect,0.25886282
1540707746.ogg,Animal,0.24059893
1861528500.ogg,Environmental noise,0.37686422
488409097.ogg,Animal,0.36965802
1617999954.ogg,Environmental noise,0.39829066
960402829.ogg,Animal,0.24010345
1615555210.ogg,Animal,0.23816575
237980422.ogg,Music,0.21699907
932354949.ogg,Silence,0.13622497
1449248225.ogg,Animal,0.5353417
1843048972.ogg,Music,0.11188445
1304247094.ogg,Environmental noise,0.5150162
1471185454.ogg,Environmental noise,0.3854269
600016963.ogg,Owl,0.39473265
1665771247.ogg,Environmental noise,0.46957353
1508619169.ogg,"Outside, rural or natural",0.19747241
6657567.ogg,Environmental noise,0.43349233
266040697.ogg,Helicopter,0.21156223
1787703716.ogg,Frog,0.24221246
421888383.ogg,Steam,0.30594635
208601197.ogg,Animal,0.24058205
146473526.ogg,Animal,0.19513054
697555259.ogg,"Outside, rural or natural",0.3612127
1177569949.ogg,Environmental noise,0.40145352
946285893.ogg,Rustle,0.389272
538986685.ogg,Animal,0.17219734
563741585.ogg,Rustle,0.344821
489673568.ogg,Music,0.14155446
2056612418.ogg,Rattle,0.18176487
251631377.ogg,Environmental noise,0.4545093
1781673990.ogg,"Outside, rural or natural",0.4160539
1939608905.ogg,"Outside, rural or natural",0.26673496
1343000041.ogg,Environmental noise,0.48175496
1526490188.ogg,Rustle,0.35630375
1824017075.ogg,Animal,0.42600852
2049230228.ogg,Rustle,0.3734754
2142447564.ogg,"Outside, rural or natural",0.22872396
999900281.ogg,Cricket,0.19099854
683661347.ogg,Environmental noise,0.6032014
830597258.ogg,"Outside, rural or natural",0.15834695
786641359.ogg,Environmental noise,0.30804935
1756110985.ogg,Wild animals,0.14500791
1486522257.ogg,Rustle,0.40327087
228904455.ogg,Owl,0.5748985
1141091580.ogg,Wild animals,0.32636997
22553095.ogg,Animal,0.23229781
486030336.ogg,Frog,0.21991941
2142426967.ogg,"Outside, rural or natural",0.3276529
1367578799.ogg,Insect,0.46263072
833781519.ogg,Rustle,0.35198134
1601005454.ogg,Environmental noise,0.5115121
1708639991.ogg,Rustle,0.3866377
1096775821.ogg,"Outside, rural or natural",0.32929075
1981458164.ogg,Animal,0.2777665
1315942641.ogg,"Outside, rural or natural",0.26961422
1979093701.ogg,Environmental noise,0.3178042
1161333268.ogg,Animal,0.22329739
1719553997.ogg,Environmental noise,0.40055618
160395042.ogg,Animal,0.23594853
844730794.ogg,Animal,0.15985717
1361770997.ogg,Environmental noise,0.37057632
1323580416.ogg,Animal,0.23873258
1195917341.ogg,Music,0.23002478
1866266281.ogg,Animal,0.28601578
962466123.ogg,Environmental noise,0.20399745
1205426801.ogg,Animal,0.23631068
1112462993.ogg,Animal,0.4172743
1307428547.ogg,Cricket,0.25492862
772859097.ogg,Cricket,0.36928758
1100809834.ogg,Insect,0.24195153
240945648.ogg,Rustle,0.29030052
1631097366.ogg,"Outside, rural or natural",0.43995807
1256533449.ogg,Cricket,0.4923754
1899716649.ogg,Animal,0.38763282
1326692445.ogg,Animal,0.2627839
1014341423.ogg,Environmental noise,0.35780388
1357328841.ogg,Environmental noise,0.42047518
345879728.ogg,Animal,0.5701939
643426820.ogg,Cricket,0.36477003
2033830029.ogg,Animal,0.28043675
396618137.ogg,Cricket,0.85792744
1870644042.ogg,Environmental noise,0.41982877
254291724.ogg,"Outside, rural or natural",0.20377055
1117330986.ogg,Rustle,0.3649821
809674452.ogg,Environmental noise,0.34261397
321570096.ogg,Cricket,0.23622923
734357449.ogg,Environmental noise,0.5938307
1084410347.ogg,Environmental noise,0.45365718
1531141954.ogg,Environmental noise,0.20788835
1183166099.ogg,Environmental noise,0.42146322
2077142036.ogg,Wild animals,0.107847475
1430389306.ogg,Animal,0.22441234
814677650.ogg,Hiss,0.159582
1270539907.ogg,Wild animals,0.293921
580943592.ogg,"Outside, rural or natural",0.28373957
418231611.ogg,Animal,0.24226011
1878984223.ogg,Animal,0.54694337
1760630361.ogg,Helicopter,0.21080674
240585638.ogg,Animal,0.2386098
1272033847.ogg,Music,0.11107786
1497673967.ogg,Animal,0.21851534
1020862435.ogg,Environmental noise,0.28261283
1593083227.ogg,Snake,0.13052768
205100352.ogg,Animal,0.28197944
1214115850.ogg,Animal,0.46337426
716408337.ogg,Insect,0.4476155
322135364.ogg,Animal,0.22068694
1691863935.ogg,"Outside, rural or natural",0.2822348
662255559.ogg,Animal,0.29825708
