filename,prediction,confidence
Aunlabelledtest__201102081045.wav,Silence,0.99999994
murmur__201108222256.wav,Silence,0.95085907
artifact__201106101314.wav,Vehicle,0.37144163
normal__201103101140.wav,Silence,0.9647915
Aunlabelledtest__201106040930.wav,Silence,0.273887
murmur__201108222227.wav,Silence,0.90904415
Aunlabelledtest__201106100606.wav,Silence,0.5632636
murmur__201108222258.wav,Silence,0.93771386
murmur__201101051108.wav,Silence,0.91257286
murmur__201106141148.wav,"Heart sounds, heartbeat",0.30928922
normal__201106111136.wav,"Heart sounds, heartbeat",0.16331136
normal__201102081321.wav,Mechanical fan,0.3115808
artifact__201106161019.wav,Throbbing,0.14634065
murmur__201108222243.wav,Silence,0.50326955
Aunlabelledtest__201101220549.wav,Silence,0.21156353
murmur__201108222245.wav,Silence,0.9775589
normal__201103151912.wav,Silence,0.5482052
artifact__201106040933.wav,Silence,0.20058692
murmur__201108222255.wav,Silence,0.9170976
artifact__201106111119.wav,Alarm,0.25873613
normal__201105011626.wav,Mechanical fan,0.19940479
normal__201108011118.wav,Silence,0.9317275
artifact__201106121242.wav,Vehicle,0.25503278
normal__201108011115.wav,Silence,0.9704546
artifact__201012172012.wav,Silence,0.8527516
artifact__201106190520.wav,Silence,0.7916814
murmur__201101180902.wav,Silence,0.78710234
extrahls__201101160808.wav,Silence,0.5318918
murmur__201108222236.wav,Silence,0.9062417
extrahls__201103182227.wav,Silence,0.9988511
Aunlabelledtest__201106120928.wav,Silence,1.0
Aunlabelledtest__201103232251.wav,Silence,0.4269665
Aunlabelledtest__201108222225.wav,Silence,0.9006548
Aunlabelledtest__2011040239.wav,Silence,0.18822707
artifact__201106070537.wav,Music,0.2328789
Aunlabelledtest__201102200848.wav,Silence,0.99999994
Aunlabelledtest__201108011113.wav,Silence,0.94466054
Aunlabelledtest__201101051105.wav,Silence,0.8365731
Aunlabelledtest__201105011546.wav,Wind,0.2332383
murmur__201108222251.wav,Silence,0.89061254
artifact__201106040947.wav,Silence,0.3060104
extrahls__201103150114.wav,"Heart sounds, heartbeat",0.34227675
Aunlabelledtest__201101061552.wav,Silence,0.47003847
Aunlabelledtest__201106171155.wav,Rumble,0.113379985
murmur__201108222235.wav,Silence,0.8764733
murmur__201108222231.wav,Silence,0.76885986
Aunlabelledtest__201101152256.wav,Silence,0.97300875
extrahls__201102071835.wav,Silence,0.99982893
artifact__201106041452.wav,Vehicle,0.44137818
murmur__201103291548.wav,Silence,0.99017227
extrahls__201104270459.wav,"Heart sounds, heartbeat",0.5937566
artifact__201106212112.wav,Vehicle,0.29294443
murmur__201108222221.wav,Silence,0.84228027
murmur__201108222237.wav,Silence,0.8974098
Aunlabelledtest__201108222244.wav,Silence,0.42234614
Aunlabelledtest__201103170122.wav,Silence,0.53113115
artifact__201106121445.wav,Silence,0.9987927
extrahls__201103200218.wav,"Heart sounds, heartbeat",0.26786673
extrahls__201104270458.wav,"Heart sounds, heartbeat",0.36474502
normal__201102270940.wav,Silence,0.9102281
normal__201103090635.wav,Silence,0.9956065
murmur__201108222223.wav,Silence,0.72533435
extrahls__201102241217.wav,Silence,0.949388
artifact__201106030612.wav,Silence,0.5740374
Aunlabelledtest__201106010807.wav,Silence,0.43938088
normal__201106141148.wav,"Heart sounds, heartbeat",0.31631812
artifact__201106061233.wav,Silence,0.21735449
Aunlabelledtest__201108011117.wav,Silence,0.94835305
Aunlabelledtest__201101091156.wav,Silence,0.52875584
murmur__201104021355.wav,Silence,0.45120865
murmur__201108222238.wav,Silence,0.87816393
Aunlabelledtest__201103011036.wav,Silence,0.75410074
murmur__201108222246.wav,Silence,0.91055435
artifact__201105041959.wav,Silence,0.80074555
Aunlabelledtest__201105031730.wav,"Heart sounds, heartbeat",0.19234958
